order_id,order_date,customer_id,segment,region,product,quantity,unit_price,revenue
1108,2024-04-10,C0008,Home Office,West,Gadget,2,52.93,105.86
1109,2024-04-10,C0098,Consumer,Central,Widget,5,21.91,109.55
1110,2024-04-11,C0042,Consumer,South,Gadget,6,49.64,297.84
1111,2024-04-12,C0083,Consumer,West,Gizmo,5,11.26,56.3
1112,2024-04-12,C0022,Consumer,Central,Gadget,1,51.31,51.31
1113,2024-04-13,C0100,Consumer,West,Gizmo,2,11.46,22.92
1114,2024-04-13,C0008,Consumer,South,Doohickey,3,116.06,348.18
1115,2024-04-15,C0039,Corporate,East,Widget,7,18.77,131.39
1116,2024-04-15,C0016,Corporate,East,Gadget,2,59.77,119.54
1117,2024-04-19,C0050,Consumer,Central,Gadget,6,53.06,318.36
1118,2024-04-21,C0047,Corporate,Central,Doohickey,3,131.78,395.34
1119,2024-04-22,C0096,Consumer,East,Widget,3,18.34,55.02
1120,2024-04-22,C0117,Consumer,South,Gizmo,6,12.96,77.76
1121,2024-04-22,C0044,Home Office,West,Widget,4,21.52,86.08
1122,2024-04-24,C0054,Home Office,East,Widget,1,18.67,18.67
1123,2024-04-24,C0111,Consumer,West,Gizmo,2,11.07,22.14
1124,2024-04-25,C0056,Home Office,East,Widget,7,20.2,141.4
1125,2024-04-25,C0041,Home Office,Central,Gadget,2,47.07,94.14
1126,2024-04-25,C0039,Consumer,West,Doohickey,2,135.97,271.94
1127,2024-04-26,C0081,Home Office,South,Gadget,2,47.95,95.9
1128,2024-04-26,C0082,Corporate,Central,Gadget,4,54.85,219.4
1129,2024-04-27,C0104,Home Office,Central,Doohickey,3,124.92,374.76
1130,2024-04-27,C0080,Corporate,Central,Doohickey,6,113.85,683.1
1131,2024-04-29,C0067,Consumer,West,Gadget,7,41.12,287.84
1132,2024-04-30,C0004,Corporate,West,Gadget,3,43.49,130.47
1133,2024-05-01,C0079,Consumer,West,Gadget,1,59.34,59.34
1134,2024-05-02,C0106,Consumer,South,Widget,3,19.15,57.45
1135,2024-05-02,C0025,Consumer,West,Gizmo,7,8.5,59.5
1136,2024-05-02,C0003,Corporate,Central,Gizmo,6,12.81,76.86
1137,2024-05-03,C0085,Corporate,East,Gadget,2,53.54,107.08
1138,2024-05-04,C0044,Corporate,South,Doohickey,6,130.69,784.14
1139,2024-05-04,C0107,Consumer,Central,Gadget,5,56.98,284.9
1140,2024-05-05,C0024,Corporate,West,Doohickey,2,131.37,262.74
1141,2024-05-05,C0027,Home Office,West,Widget,7,23.47,164.29
1142,2024-05-06,C0003,Corporate,East,Doohickey,6,134.41,806.46
1143,2024-05-06,C0050,Corporate,East,Gizmo,2,9.14,18.28
1144,2024-05-06,C0062,Home Office,South,Widget,2,22.14,44.28
1145,2024-05-07,C0097,Consumer,South,Doohickey,4,101.97,407.88
1146,2024-05-08,C0035,Corporate,South,Widget,2,24.5,49.0
1147,2024-05-09,C0039,Corporate,West,Doohickey,6,122.57,735.42
1148,2024-05-12,C0107,Corporate,West,Widget,7,20.66,144.62
1149,2024-05-12,C0012,Consumer,South,Gadget,5,56.27,281.35
1150,2024-05-13,C0031,Corporate,West,Gadget,3,41.77,125.31
1151,2024-05-14,C0064,Consumer,Central,Doohickey,4,102.49,409.96
1152,2024-05-15,C0090,Home Office,East,Gizmo,3,10.34,31.02
1153,2024-05-16,C0095,Home Office,Central,Gadget,3,54.32,162.96
1154,2024-05-19,C0092,Home Office,West,Widget,4,22.58,90.32
1155,2024-05-19,C0033,Corporate,East,Gadget,2,48.71,97.42
1156,2024-05-19,C0114,Home Office,South,Gizmo,2,9.38,18.76
1157,2024-05-20,C0045,Corporate,South,Gadget,2,41.81,83.62
1158,2024-05-21,C0090,Home Office,Central,Gadget,4,48.86,195.44
1159,2024-05-22,C0049,Consumer,South,Widget,6,22.14,132.84
1160,2024-05-22,C0043,Corporate,Central,Gadget,4,47.86,191.44
1161,2024-05-23,C0036,Corporate,Central,Doohickey,6,101.66,609.96
1162,2024-05-24,C0039,Corporate,West,Gizmo,6,13.06,78.36
1163,2024-05-24,C0075,Home Office,South,Gizmo,4,12.38,49.52
1164,2024-05-24,C0114,Home Office,South,Widget,4,18.4,73.6
1165,2024-05-24,C0046,Consumer,East,Doohickey,3,132.42,397.26
1166,2024-05-25,C0013,Consumer,South,Gizmo,2,9.05,18.1
1167,2024-05-26,C0025,Consumer,East,Gizmo,5,9.05,45.25
1168,2024-05-27,C0007,Home Office,South,Widget,1,24.6,24.6
1169,2024-05-29,C0092,Home Office,South,Gizmo,4,13.17,52.68
1170,2024-05-31,C0074,Home Office,East,Widget,5,22.22,111.1
1171,2024-06-03,C0070,Consumer,East,Doohickey,1,115.27,115.27
1172,2024-06-03,C0044,Corporate,East,Gizmo,1,13.84,13.84
1173,2024-06-04,C0024,Corporate,East,Doohickey,1,131.91,131.91
1174,2024-06-05,C0097,Home Office,Central,Widget,1,20.25,20.25
1175,2024-06-05,C0097,Corporate,Central,Gadget,2,52.86,105.72
1176,2024-06-08,C0095,Corporate,West,Gizmo,2,9.86,19.72
1177,2024-06-10,C0075,Home Office,Central,Gadget,3,54.83,164.49
1178,2024-06-11,C0032,Home Office,West,Gizmo,3,13.26,39.78
1179,2024-06-11,C0002,Consumer,South,Gizmo,3,12.61,37.83
1180,2024-06-14,C0016,Corporate,South,Gadget,1,53.62,53.62
1181,2024-06-15,C0075,Corporate,West,Gizmo,1,13.02,13.02
1182,2024-06-18,C0015,Home Office,East,Gizmo,2,11.88,23.76
1183,2024-06-19,C0117,Home Office,East,Gadget,1,51.28,51.28
1184,2024-06-22,C0063,Consumer,South,Widget,2,23.61,47.22
1185,2024-06-24,C0040,Corporate,East,Gizmo,2,12.01,24.02
1186,2024-06-24,C0090,Home Office,East,Widget,2,18.77,37.54
1187,2024-06-25,C0094,Consumer,East,Gizmo,1,10.7,10.7
1188,2024-06-26,C0019,Corporate,South,Gizmo,2,10.56,21.12
1189,2024-07-02,C0111,Home Office,South,Gizmo,2,8.98,17.96
1190,2024-07-04,C0098,Home Office,West,Widget,1,21.66,21.66
1191,2024-07-04,C0048,Home Office,South,Gizmo,5,8.88,44.4
1192,2024-07-05,C0029,Corporate,East,Widget,2,21.29,42.58
1193,2024-07-05,C0030,Corporate,West,Widget,4,24.76,99.04
1194,2024-07-07,C0084,Home Office,East,Doohickey,5,137.68,688.4
1195,2024-07-08,C0020,Home Office,South,Gizmo,4,9.84,39.36
1196,2024-07-08,C0104,Consumer,East,Gizmo,5,12.45,62.25
1197,2024-07-12,C0098,Consumer,Central,Widget,2,18.42,36.84
1198,2024-07-12,C0050,Consumer,West,Gadget,2,40.35,80.7
1199,2024-07-13,C0036,Home Office,South,Gizmo,4,13.37,53.48
1200,2024-07-14,C0096,Consumer,East,Gizmo,5,8.79,43.95
1201,2024-07-14,C0048,Corporate,East,Gadget,1,59.46,59.46
1202,2024-07-16,C0111,Corporate,South,Doohickey,5,96.54,482.7
1203,2024-07-18,C0041,Corporate,Central,Gizmo,3,12.22,36.66
1204,2024-07-19,C0021,Corporate,South,Doohickey,5,124.74,623.7
1205,2024-07-20,C0038,Consumer,South,Doohickey,2,118.81,237.62
1206,2024-07-21,C0007,Consumer,South,Doohickey,1,122.04,122.04
1207,2024-07-23,C0075,Home Office,South,Gizmo,4,13.01,52.04
1208,2024-07-28,C0018,Consumer,East,Gizmo,2,13.48,26.96
1209,2024-07-29,C0095,Corporate,West,Gadget,4,57.8,231.2
1210,2024-07-29,C0053,Consumer,Central,Widget,3,24.29,72.87
1211,2024-07-30,C0069,Corporate,West,Gadget,2,43.31,86.62
1212,2024-07-30,C0009,Home Office,Central,Gadget,5,58.37,291.85
1213,2024-07-31,C0045,Home Office,West,Doohickey,1,113.56,113.56
1214,2024-07-31,C0114,Home Office,West,Gizmo,4,10.36,41.44
1215,2024-08-01,C0055,Consumer,Central,Gizmo,6,8.3,49.8
1216,2024-08-02,C0047,Corporate,South,Gizmo,6,10.89,65.34
1217,2024-08-04,C0097,Consumer,Central,Doohickey,2,109.29,218.58
1218,2024-08-09,C0097,Consumer,Central,Gizmo,1,10.11,10.11
1219,2024-08-11,C0046,Corporate,Central,Doohickey,2,135.47,270.94
1220,2024-08-11,C0080,Consumer,South,Gadget,5,57.84,289.2
1221,2024-08-13,C0103,Corporate,Central,Gizmo,2,12.33,24.66
1222,2024-08-14,C0095,Home Office,Central,Widget,1,23.67,23.67
1223,2024-08-14,C0064,Corporate,West,Gadget,2,42.97,85.94
1224,2024-08-15,C0091,Consumer,South,Doohickey,3,114.71,344.13
1225,2024-08-15,C0097,Consumer,South,Gizmo,3,10.24,30.72
1226,2024-08-16,C0048,Consumer,Central,Gizmo,3,8.43,25.29
1227,2024-08-16,C0009,Home Office,Central,Doohickey,4,139.2,556.8
1228,2024-08-16,C0020,Corporate,South,Gadget,5,42.97,214.85
1229,2024-08-17,C0004,Corporate,West,Doohickey,4,115.68,462.72
1230,2024-08-18,C0114,Home Office,South,Widget,2,24.46,48.92
1231,2024-08-19,C0009,Home Office,South,Gizmo,2,12.15,24.3
1232,2024-08-19,C0027,Corporate,Central,Gadget,5,50.54,252.7
1233,2024-08-22,C0098,Home Office,East,Doohickey,6,121.79,730.74
1234,2024-08-23,C0100,Home Office,South,Widget,5,24.34,121.7
1235,2024-08-24,C0046,Home Office,East,Widget,6,20.42,122.52
1236,2024-08-24,C0036,Corporate,South,Gadget,6,46.21,277.26
1237,2024-08-25,C0111,Home Office,Central,Gadget,5,54.93,274.65
1238,2024-08-25,C0009,Corporate,South,Widget,4,19.06,76.24
1239,2024-08-25,C0057,Consumer,West,Widget,5,23.2,116.0
1240,2024-08-25,C0003,Corporate,South,Gizmo,4,12.24,48.96
1241,2024-08-26,C0042,Corporate,Central,Widget,5,23.95,119.75
1242,2024-08-27,C0059,Home Office,South,Gizmo,6,11.3,67.8
1243,2024-08-27,C0010,Consumer,South,Gadget,5,59.2,296.0
1244,2024-08-28,C0057,Consumer,Central,Gizmo,6,10.32,61.92
1245,2024-08-29,C0073,Consumer,South,Gizmo,5,8.49,42.45
1246,2024-08-31,C0033,Consumer,East,Doohickey,4,134.59,538.36
1247,2024-08-31,C0055,Corporate,East,Doohickey,2,105.65,211.3
